subj,age,gender,modality,algorithm,n_trials,pse,jnd,sc,ss,lat_range,lat_entropy,jnd_log,age_z,modality_algorithm,n_trials_f
V01,28,Male,Visual,Adaptive,180,485.387063644299,19.5198170622223,487.594444444444,40.7385562966559,330,1.83902813306787,3.02139110516645,-0.20586071410954895,Visual_Adaptive,180
V01,28,Male,Visual,Fixed,180,505.578531078437,30.7735988339014,500,143.614066163451,450,3.32192809488736,3.4586357196091835,-0.20586071410954895,Visual_Fixed,180
V01,28,Male,Visual,Adaptive,200,484.601226719031,20.5309002050472,487.27,39.5322286242504,330,1.79123718418034,3.0694891221625324,-0.20586071410954895,Visual_Adaptive,200
V01,28,Male,Visual,Fixed,200,497.495751395545,34.6225307358945,500,143.614066163451,450,3.32192809488736,3.5729783235099344,-0.20586071410954895,Visual_Fixed,200
V02,27,Female,Visual,Adaptive,40,525.805457627718,47.5887711159155,514.7,81.1468422059663,346,2.63837637173451,3.883392457213355,-0.33452366042801696,Visual_Adaptive,40
V02,27,Female,Visual,Fixed,40,500,35.6586636662877,500,143.614066163451,450,3.32192809488736,3.601649789654631,-0.33452366042801696,Visual_Fixed,40
V02,27,Female,Visual,Adaptive,60,509.036196780373,53.5327260626383,516.45,74.1387044666954,346,2.37586159727003,3.9988009996678424,-0.33452366042801696,Visual_Adaptive,60
V02,27,Female,Visual,Fixed,60,500,46.9949892859359,500,143.614066163451,450,3.32192809488736,3.871096615582553,-0.33452366042801696,Visual_Fixed,60
V02,27,Female,Visual,Adaptive,80,524.864495945375,54.2872729894274,515.9875,71.5802859993588,346,2.22587360291312,4.01254273718425,-0.33452366042801696,Visual_Adaptive,80
V02,27,Female,Visual,Fixed,80,487.489007665427,43.4016424382801,500,143.614066163451,450,3.32192809488736,3.7932764606071525,-0.33452366042801696,Visual_Fixed,80
V02,27,Female,Visual,Adaptive,100,517.608924477179,59.8326598139488,516.28,69.3880508445078,346,2.11635661115316,4.10812681274162,-0.33452366042801696,Visual_Adaptive,100
V02,27,Female,Visual,Fixed,100,484.987774412555,42.9537677160544,500,143.614066163451,450,3.32192809488736,3.7831383477845537,-0.33452366042801696,Visual_Fixed,100
V02,27,Female,Visual,Adaptive,120,512.525208108333,59.9643310785155,516.15,68.1922099656552,346,2.02375453229441,4.11028895673052,-0.33452366042801696,Visual_Adaptive,120
V02,27,Female,Visual,Fixed,120,487.491991697804,39.1452290474588,500,143.614066163451,450,3.32192809488736,3.6925036051243887,-0.33452366042801696,Visual_Fixed,120
V02,27,Female,Visual,Adaptive,140,507.080135871533,60.7336763855518,514.192857142857,68.1482518828904,346,2.06551659520676,4.122829590529908,-0.33452366042801696,Visual_Adaptive,140
V02,27,Female,Visual,Fixed,140,478.555648584401,42.5931821317794,500,143.614066163451,450,3.32192809488736,3.7749007650031112,-0.33452366042801696,Visual_Fixed,140
V02,27,Female,Visual,Adaptive,160,504.925304454889,61.6818088842805,511.09375,68.5948974847073,346,2.29168200246321,4.138071276105875,-0.33452366042801696,Visual_Adaptive,160
V02,27,Female,Visual,Fixed,160,481.240110065321,39.9760177058685,500,143.614066163451,450,3.32192809488736,3.712986961560466,-0.33452366042801696,Visual_Fixed,160
V02,27,Female,Visual,Adaptive,180,501.292326109392,59.4072544403802,506.516666666667,69.7617751908434,346,2.47967046541991,4.101109204357357,-0.33452366042801696,Visual_Adaptive,180
V02,27,Female,Visual,Fixed,180,474.988577184138,40.2546104936679,500,143.614066163451,450,3.32192809488736,3.7197628760784043,-0.33452366042801696,Visual_Fixed,180
V02,27,Female,Visual,Adaptive,200,495.369014354844,62.7299548515097,501.92,70.1090122594806,346,2.66263309886505,4.1546547008920856,-0.33452366042801696,Visual_Adaptive,200
V02,27,Female,Visual,Fixed,200,474.98391119085,41.9678013931387,500,143.614066163451,450,3.32192809488736,3.76045103038848,-0.33452366042801696,Visual_Fixed,200
V03,27,Female,Visual,Adaptive,40,511.863996148504,37.3521336890329,502.2,77.3806177282141,335,2.9614712003471,3.646810163528488,-0.33452366042801696,Visual_Adaptive,40
V03,27,Female,Visual,Fixed,40,462.556200632263,28.9299346699428,500,143.614066163451,450,3.32192809488736,3.3988591391005416,-0.33452366042801696,Visual_Fixed,40
V03,27,Female,Visual,Adaptive,60,502.614133097055,32.8423541171503,500.483333333333,71.3637376792693,335,2.67419992408776,3.5217130984280556,-0.33452366042801696,Visual_Adaptive,60
V03,27,Female,Visual,Fixed,60,466.784740848404,25.4835557745275,500,143.614066163451,450,3.32192809488736,3.2765240035692407,-0.33452366042801696,Visual_Fixed,60
V03,27,Female,Visual,Adaptive,80,500.145971264944,36.7162823169788,496.9125,65.6033904897453,335,2.65471479941033,3.6300918929126413,-0.33452366042801696,Visual_Adaptive,80
V03,27,Female,Visual,Fixed,80,481.219016163708,29.9910569870712,500,143.614066163451,450,3.32192809488736,3.4336986785775236,-0.33452366042801696,Visual_Fixed,80
V03,27,Female,Visual,Adaptive,100,499.337398868275,33.2910902435476,496.75,61.2337121200405,335,2.58582015570666,3.534885560765174,-0.33452366042801696,Visual_Adaptive,100
V03,27,Female,Visual,Fixed,100,484.97307440712,31.7178686506311,500,143.614066163451,450,3.32192809488736,3.487921370573515,-0.33452366042801696,Visual_Fixed,100
V03,27,Female,Visual,Adaptive,120,493.73665385189,33.1499380920121,496.858333333333,57.315980295396,335,2.57206820541999,3.5307607731897415,-0.33452366042801696,Visual_Adaptive,120
V03,27,Female,Visual,Fixed,120,491.655840599197,35.1076312829868,500,143.614066163451,450,3.32192809488736,3.5865042358790293,-0.33452366042801696,Visual_Fixed,120
V03,27,Female,Visual,Adaptive,140,491.663428396579,33.2698831713414,495.821428571429,54.7831136466003,335,2.53502751598525,3.534266926815676,-0.33452366042801696,Visual_Adaptive,140
V03,27,Female,Visual,Fixed,140,489.267066221814,33.2852757210811,500,143.614066163451,450,3.32192809488736,3.5347159827363983,-0.33452366042801696,Visual_Fixed,140
V03,27,Female,Visual,Adaptive,160,488.189592636498,32.8281476949312,495.24375,52.8404138509295,335,2.52319064505057,3.5212932279661144,-0.33452366042801696,Visual_Adaptive,160
V03,27,Female,Visual,Fixed,160,484.352598057044,32.3636475707475,500,143.614066163451,450,3.32192809488736,3.507466911164107,-0.33452366042801696,Visual_Fixed,160
V03,27,Female,Visual,Adaptive,180,490.725652887521,35.1229602118687,496.155555555556,52.5704630020215,335,2.48960372643315,3.586928680115046,-0.33452366042801696,Visual_Adaptive,180
V03,27,Female,Visual,Fixed,180,480.535176466681,31.3299149672711,500,143.614066163451,450,3.32192809488736,3.47599296158452,-0.33452366042801696,Visual_Fixed,180
V03,27,Female,Visual,Adaptive,200,492.065808178573,34.5422244773763,497.455,53.9278960742954,335,2.57825252763998,3.57072141157747,-0.33452366042801696,Visual_Adaptive,200
V03,27,Female,Visual,Fixed,200,482.47886300471,32.0906848193496,500,143.614066163451,450,3.32192809488736,3.4992518173781657,-0.33452366042801696,Visual_Fixed,200
V04,50,Male,Visual,Adaptive,40,494.641605440415,23.0464044930366,496.45,66.3882331441348,345,2.80235800093209,3.179985484046293,2.624724104896747,Visual_Adaptive,40
V04,50,Male,Visual,Fixed,40,487.480789077884,47.3187616589509,500,143.614066163451,450,3.32192809488736,3.877819925379096,2.624724104896747,Visual_Fixed,40
V04,50,Male,Visual,Adaptive,60,492.177056702162,17.4752932859755,493.116666666667,57.752948457681,345,2.53087084901161,2.9164343414565987,2.624724104896747,Visual_Adaptive,60
V04,50,Male,Visual,Fixed,60,500,41.6743075241637,500,143.614066163451,450,3.32192809488736,3.75359704181572,2.624724104896747,Visual_Fixed,60
V04,50,Male,Visual,Adaptive,80,487.526702274706,20.7781059392721,492.175,51.6017865485295,345,2.3497083864039,3.0809051504208123,2.624724104896747,Visual_Adaptive,80
V04,50,Male,Visual,Fixed,80,500,40.2480732536559,500,143.614066163451,450,3.32192809488736,3.7196044026875095,2.624724104896747,Visual_Fixed,80
V04,50,Male,Visual,Adaptive,100,491.071853646556,19.6677289567329,491.67,47.6678203823082,345,2.21633401474289,3.0285734961882262,2.624724104896747,Visual_Adaptive,100
V04,50,Male,Visual,Fixed,100,494.99527361496,37.3698767874414,500,143.614066163451,450,3.32192809488736,3.647272693084599,2.624724104896747,Visual_Fixed,100
V04,50,Male,Visual,Adaptive,120,490.711554315609,18.3893234288379,491.183333333333,44.6822081171267,345,2.1204328901662,2.9647225758576496,2.624724104896747,Visual_Adaptive,120
V04,50,Male,Visual,Fixed,120,495.825086476687,33.8573806163363,500,143.614066163451,450,3.32192809488736,3.5512648971750935,2.624724104896747,Visual_Fixed,120
V04,50,Male,Visual,Adaptive,140,491.337181498538,18.2382574651241,490.892857142857,42.5151563610927,345,2.04691862748035,2.9569008727952575,2.624724104896747,Visual_Adaptive,140
V04,50,Male,Visual,Fixed,140,496.421882268351,34.1378174498862,500,143.614066163451,450,3.32192809488736,3.5592779706958932,2.624724104896747,Visual_Fixed,140
V04,50,Male,Visual,Adaptive,160,491.453367545059,19.0263311211396,491.93125,41.4252522434988,345,2.12470001535568,2.997047963710966,2.624724104896747,Visual_Adaptive,160
V04,50,Male,Visual,Fixed,160,490.615612434851,36.1809994842954,500,143.614066163451,450,3.32192809488736,3.6157978642422335,2.624724104896747,Visual_Fixed,160
V04,50,Male,Visual,Adaptive,180,493.148436667199,20.0213949088602,492.894444444444,40.5429124128198,345,2.13160661197532,3.045540724277466,2.624724104896747,Visual_Adaptive,180
V04,50,Male,Visual,Fixed,180,491.657958419865,36.1904495917785,500,143.614066163451,450,3.32192809488736,3.6160519969141487,2.624724104896747,Visual_Fixed,180
V04,50,Male,Visual,Adaptive,200,494.315488236931,19.9205197809741,494.17,40.0756921337611,345,2.1701881214837,3.0407304850149313,2.624724104896747,Visual_Adaptive,200
V04,50,Male,Visual,Fixed,200,487.490994907046,37.3183462674772,500,143.614066163451,450,3.32192809488736,3.6459287963122646,2.624724104896747,Visual_Fixed,200
V05,26,Female,Visual,Adaptive,40,461.074352337764,49.918478071608,473.525,91.0897874352553,349,2.17426989881401,3.93022588462525,-0.46318660674648493,Visual_Adaptive,40
V05,26,Female,Visual,Fixed,40,473.461004564744,2.99740646123255,498.75,142.735550932485,450,3.29458849664234,1.3856457661357688,-0.46318660674648493,Visual_Fixed,40
V05,26,Female,Visual,Adaptive,60,474.179969941786,47.2001908610354,474.866666666667,80.8600574380756,349,2.36752079195558,3.8753629808212335,-0.46318660674648493,Visual_Adaptive,60
V05,26,Female,Visual,Fixed,60,474.247534139204,26.8807203892106,507.5,146.579045796685,450,3.30984934887805,3.327935424482844,-0.46318660674648493,Visual_Fixed,60
V05,26,Female,Visual,Adaptive,80,481.173753580421,48.0989493147109,477.125,74.0091843962626,349,2.3407228660284,3.8938376356857902,-0.46318660674648493,Visual_Adaptive,80
V05,26,Female,Visual,Fixed,80,477.995290488322,30.4319638712858,493.75,143.912951119765,450,3.31514773986046,3.4478253328308925,-0.46318660674648493,Visual_Fixed,80
V05,26,Female,Visual,Adaptive,100,482.989723562249,46.6159615039551,479.19,69.0878708602313,349,2.29421192792486,3.863168030741615,-0.46318660674648493,Visual_Adaptive,100
V05,26,Female,Visual,Fixed,100,491.556876110362,38.947452098786,498,144.986206240456,450,3.31903787648248,3.6875648929265132,-0.46318660674648493,Visual_Fixed,100
V05,26,Female,Visual,Adaptive,120,484.392840487464,49.2223339170965,480.9,65.7618683838388,349,2.29798126841086,3.916459826506522,-0.46318660674648493,Visual_Adaptive,120
V05,26,Female,Visual,Fixed,120,479.255054060928,40.5274997956638,497.916666666667,146.329513048082,450,3.31891899179894,3.7263558534625916,-0.46318660674648493,Visual_Fixed,120
V05,26,Female,Visual,Adaptive,140,485.483234557709,47.5164917540991,481.8,63.4174604167834,349,2.46377884478214,3.881903776311234,-0.46318660674648493,Visual_Adaptive,140
V05,26,Female,Visual,Fixed,140,490.032362113239,43.4443254022646,496.428571428571,142.696338067798,450,3.32045470271095,3.794237291319129,-0.46318660674648493,Visual_Fixed,140
V05,26,Female,Visual,Adaptive,160,485.724419812584,48.1815170016601,482.29375,61.8764491623227,349,2.41669505963702,3.8955178822183827,-0.46318660674648493,Visual_Adaptive,160
V05,26,Female,Visual,Fixed,160,488.039118509898,41.4815463026422,500.3125,143.722483779505,450,3.32136417466621,3.7490697769925254,-0.46318660674648493,Visual_Fixed,160
V05,26,Female,Visual,Adaptive,180,486.927688912299,47.6042343828119,483.583333333333,60.8272485541362,349,2.36383650436318,3.883710654329444,-0.46318660674648493,Visual_Adaptive,180
V05,26,Female,Visual,Fixed,180,477.670933923315,44.1037876133463,499.722222222222,144.577662926484,450,3.32103708372335,3.8089662255398626,-0.46318660674648493,Visual_Fixed,180
V05,26,Female,Visual,Adaptive,200,487.897389008962,45.0427917334448,485.345,59.2434466840004,349,2.38217819199513,3.8295712191448823,-0.46318660674648493,Visual_Adaptive,200
V05,26,Female,Visual,Fixed,200,479.694236297457,46.8069319362714,500.25,144.395074361974,450,3.32120644650449,3.867170648570354,-0.46318660674648493,Visual_Fixed,200
V06,20,Female,Visual,Adaptive,40,482.710797511795,50.2056418190645,496.65,92.7813424132244,324,2.87217357283635,3.9358497177533978,-1.2351642846572928,Visual_Adaptive,40
V06,20,Female,Visual,Fixed,40,500,35.6586636662877,500,143.614066163451,450,3.32192809488736,3.601649789654631,-1.2351642846572928,Visual_Fixed,40
V06,20,Female,Visual,Adaptive,60,477.485193330726,55.158804367815,480.316666666667,93.914054976996,324,2.96501674994651,4.028183469744042,-1.2351642846572928,Visual_Adaptive,60
V06,20,Female,Visual,Fixed,60,474.988577184138,40.2546104936679,500,143.614066163451,450,3.32192809488736,3.7197628760784043,-1.2351642846572928,Visual_Fixed,60
V06,20,Female,Visual,Adaptive,80,472.763426889591,54.0096120467681,471.925,89.0889688738174,324,2.87676221103667,4.00750793444963,-1.2351642846572928,Visual_Adaptive,80
V06,20,Female,Visual,Fixed,80,481.24011006532,39.9760177058686,500,143.614066163451,450,3.32192809488736,3.7129869615604685,-1.2351642846572928,Visual_Fixed,80
V06,20,Female,Visual,Adaptive,100,472.651968246763,47.0401666736586,469.19,83.336869991619,324,2.8367752307204,3.872037466682421,-1.2351642846572928,Visual_Adaptive,100
V06,20,Female,Visual,Fixed,100,479.95664574581,49.5988196797231,500,143.614066163451,450,3.32192809488736,3.923928249533667,-1.2351642846572928,Visual_Fixed,100
V06,20,Female,Visual,Adaptive,120,465.779775427449,52.2238741110788,468.366666666667,78.7619761616536,324,2.76966239384406,3.974507057170721,-1.2351642846572928,Visual_Adaptive,120
V06,20,Female,Visual,Fixed,120,474.968738556077,45.7431508050773,500,143.614066163451,450,3.32192809488736,3.844667738158254,-1.2351642846572928,Visual_Fixed,120
V06,20,Female,Visual,Adaptive,140,466.856368151987,52.9629775681356,467.15,75.7123244355143,324,2.68208566266639,3.9882982108426313,-1.2351642846572928,Visual_Adaptive,140
V06,20,Female,Visual,Fixed,140,471.346832019518,51.3524438401519,500,143.614066163451,450,3.32192809488736,3.9579986189423555,-1.2351642846572928,Visual_Fixed,140
V06,20,Female,Visual,Adaptive,160,466.647599470924,52.5365813099304,466.79375,73.0165303950927,324,2.60583684947615,3.980365183045119,-1.2351642846572928,Visual_Adaptive,160
V06,20,Female,Visual,Fixed,160,462.38920581484,51.095905167116896,500,143.614066163451,450,3.32192809488736,3.9530863500297713,-1.2351642846572928,Visual_Fixed,160
V06,20,Female,Visual,Adaptive,180,466.747809578032,52.2788849412023,467.883333333333,69.9463504726619,324,2.58940604094033,3.9755400977323965,-1.2351642846572928,Visual_Adaptive,180
V06,20,Female,Visual,Fixed,180,460.837380627161,58.9093513172172,500,143.614066163451,450,3.32192809488736,4.092832608416069,-1.2351642846572928,Visual_Fixed,180
V06,20,Female,Visual,Adaptive,200,468.941142494221,50.9790993705377,469.275,67.2617229559279,324,2.56908813455278,3.950841702601864,-1.2351642846572928,Visual_Adaptive,200
V06,20,Female,Visual,Fixed,200,457.256235742226,56.5749345042647,500,143.614066163451,450,3.32192809488736,4.053087308133626,-1.2351642846572928,Visual_Fixed,200
V07,27,Female,Visual,Adaptive,40,497.028116975797,20.1192111860902,493.85,75.1583495028995,337,3.02055028367958,3.050183108997108,-0.33452366042801696,Visual_Adaptive,40
V07,27,Female,Visual,Fixed,40,477.411153728963,2.96288105246523,500,143.614066163451,450,3.32192809488736,1.3769712992398695,-0.33452366042801696,Visual_Fixed,40
V07,27,Female,Visual,Adaptive,60,486.25344189891,22.9756780907465,494.533333333333,64.2976066601411,337,2.82896229471474,3.177039903612354,-0.33452366042801696,Visual_Adaptive,60
V07,27,Female,Visual,Fixed,60,500,19.4181999468571,500,143.614066163451,450,3.32192809488736,3.016426657374804,-0.33452366042801696,Visual_Fixed,60
V07,27,Female,Visual,Adaptive,80,485.501558998544,23.0958992210434,493.375,57.7649060849232,337,2.66005702611641,3.1820416692151197,-0.33452366042801696,Visual_Adaptive,80
V07,27,Female,Visual,Fixed,80,487.480789077883,47.3187616589509,500,143.614066163451,450,3.32192809488736,3.877819925379096,-0.33452366042801696,Visual_Fixed,80
V07,27,Female,Visual,Adaptive,100,491.703458006172,25.5951002822091,492.71,53.4879977191145,337,2.49092607725997,3.280726998903814,-0.33452366042801696,Visual_Adaptive,100
V07,27,Female,Visual,Fixed,100,474.887061103426,55.3666554094948,500,143.614066163451,450,3.32192809488736,4.031877767523125,-0.33452366042801696,Visual_Fixed,100
V07,27,Female,Visual,Adaptive,120,492.428828734972,23.5170799069757,493.008333333333,50.0457283946947,337,2.41235818096619,3.1993700137223575,-0.33452366042801696,Visual_Adaptive,120
V07,27,Female,Visual,Fixed,120,479.096703579613,52.9663612349938,500,143.614066163451,450,3.32192809488736,3.9883609123637713,-0.33452366042801696,Visual_Fixed,120
V07,27,Female,Visual,Adaptive,140,490.636544514805,22.6188658536233,492.992857142857,47.3256946864071,337,2.33359797626833,3.1620457932583625,-0.33452366042801696,Visual_Adaptive,140
V07,27,Female,Visual,Fixed,140,478.526847870998,49.2566131668068,500,143.614066163451,450,3.32192809488736,3.917142143589554,-0.33452366042801696,Visual_Fixed,140
V07,27,Female,Visual,Adaptive,160,489.962868684519,21.6658746988978,492.85,45.1972344286683,337,2.266456312393,3.1208604761430805,-0.33452366042801696,Visual_Adaptive,160
V07,27,Female,Visual,Fixed,160,484.341718900706,49.5852293713549,500,143.614066163451,450,3.32192809488736,3.923659624022485,-0.33452366042801696,Visual_Fixed,160
V07,27,Female,Visual,Adaptive,180,487.744144380276,22.9392775224963,492.65,43.4400576784966,337,2.20758357285794,3.1755205209984307,-0.33452366042801696,Visual_Adaptive,180
V07,27,Female,Visual,Fixed,180,483.30865888122503,47.009275828908,500,143.614066163451,450,3.32192809488736,3.871394238673787,-0.33452366042801696,Visual_Fixed,180
V07,27,Female,Visual,Adaptive,200,487.24194582477,23.1736031178326,491.74,42.2874969701447,337,2.1494229950741,3.185261257574049,-0.33452366042801696,Visual_Adaptive,200
V07,27,Female,Visual,Fixed,200,484.980539614083,46.137803528638,500,143.614066163451,450,3.32192809488736,3.853075301781734,-0.33452366042801696,Visual_Fixed,200
V08,30,Male,Visual,Adaptive,40,534.507174141565,60.0725083551711,502.625,98.1711993152778,332,2.70829465878775,4.112061819834668,0.051465178527387016,Visual_Adaptive,40
V08,30,Male,Visual,Fixed,40,537.668101013545,54.6120656758727,500,143.614066163451,450,3.32192809488736,4.018400186272447,0.051465178527387016,Visual_Fixed,40
V08,30,Male,Visual,Adaptive,60,531.765577811991,61.9160440599413,502.916666666667,97.331613854675,332,2.58596606353603,4.141801203676029,0.051465178527387016,Visual_Adaptive,60
V08,30,Male,Visual,Fixed,60,516.776813402268,59.3467126563528,500,143.614066163451,450,3.32192809488736,4.100106474748455,0.051465178527387016,Visual_Fixed,60
V08,30,Male,Visual,Adaptive,80,525.155256505056,61.1602017980973,503.375,95.3231838274404,332,2.37769195958109,4.129714952484259,0.051465178527387016,Visual_Adaptive,80
V08,30,Male,Visual,Fixed,80,506.307372374868,63.1455235068778,500,143.614066163451,450,3.32192809488736,4.16115430697251,0.051465178527387016,Visual_Fixed,80
V08,30,Male,Visual,Adaptive,100,514.608473465591,57.2577894203766,505.37,90.0120719681533,332,2.45586759956806,4.064877807460522,0.051465178527387016,Visual_Adaptive,100
V08,30,Male,Visual,Fixed,100,510.082772600327,61.9161741709165,500,143.614066163451,450,3.32192809488736,4.141803271683365,0.051465178527387016,Visual_Fixed,100
V08,30,Male,Visual,Adaptive,120,507.675073828678,62.1978955583633,504.166666666667,85.5533296968752,332,2.57358487001405,4.146271002471254,0.051465178527387016,Visual_Adaptive,120
V08,30,Male,Visual,Fixed,120,500,60.7202520231852,500,143.614066163451,450,3.32192809488736,4.122612110817556,0.051465178527387016,Visual_Fixed,120
V08,30,Male,Visual,Adaptive,140,510.575154323184,63.1375681216505,503.114285714286,82.2001986193539,332,2.57548584349258,4.161030278386412,0.051465178527387016,Visual_Adaptive,140
V08,30,Male,Visual,Fixed,140,500,55.7691139317584,500,143.614066163451,450,3.32192809488736,4.038992409024161,0.051465178527387016,Visual_Fixed,140
V08,30,Male,Visual,Adaptive,160,501.418601272561,64.2052470919802,501.75625,79.7738010623632,332,2.61053427674722,4.17753994256538,0.051465178527387016,Visual_Adaptive,160
V08,30,Male,Visual,Fixed,160,503.134705646678,52.6775449818729,500,143.614066163451,450,3.32192809488736,3.982994757300757,0.051465178527387016,Visual_Fixed,160
V08,30,Male,Visual,Adaptive,180,503.840855395351,69.9851200806982,502.7,80.657981626123,332,2.6522301502584398,4.262470278748934,0.051465178527387016,Visual_Adaptive,180
V08,30,Male,Visual,Fixed,180,497.215215684651,51.0290589581924,500,143.614066163451,450,3.32192809488736,3.9518023886153433,0.051465178527387016,Visual_Fixed,180
V08,30,Male,Visual,Adaptive,200,498.677452448299,67.8790377421765,501.625,80.7131611015205,332,2.70883488298228,4.232351889960576,0.051465178527387016,Visual_Adaptive,200
V08,30,Male,Visual,Fixed,200,494.988524030186,50.2955630939938,500,143.614066163451,450,3.32192809488736,3.937604259040468,0.051465178527387016,Visual_Fixed,200
V09,29,Male,Visual,Adaptive,40,504.151841957419,43.6889193958065,489.575,79.7417354651879,336,2.66476494980691,3.799725582653165,-0.07719776779108098,Visual_Adaptive,40
V09,29,Male,Visual,Fixed,40,537.443799367737,28.9299346699428,500,143.614066163451,450,3.32192809488736,3.3988591391005416,-0.07719776779108098,Visual_Fixed,40
V09,29,Male,Visual,Adaptive,60,511.105930295665,55.5424906420009,492.833333333333,70.5110314458352,336,2.33349005895614,4.034992402268007,-0.07719776779108098,Visual_Adaptive,60
V09,29,Male,Visual,Fixed,60,550.001301692519,28.5111023956434,500,143.614066163451,450,3.32192809488736,3.3847665449376674,-0.07719776779108098,Visual_Fixed,60
V09,29,Male,Visual,Adaptive,80,501.794196247233,60.5927226177915,494.7,66.3841848635652,336,2.13354129793184,4.1205437242389085,-0.07719776779108098,Visual_Adaptive,80
V09,29,Male,Visual,Fixed,80,537.566655197718,47.3947409313894,500,143.614066163451,450,3.32192809488736,3.879391149376462,-0.07719776779108098,Visual_Fixed,80
V09,29,Male,Visual,Adaptive,100,496.844887705151,64.3023381264797,493.59,65.7620095495872,336,2.10195630687285,4.179027841559894,-0.07719776779108098,Visual_Adaptive,100
V09,29,Male,Visual,Fixed,100,530.044533438102,46.6359942551263,500,143.614066163451,450,3.32192809488736,3.8635886573063276,-0.07719776779108098,Visual_Fixed,100
V09,29,Male,Visual,Adaptive,120,496.200765853631,62.0331574890214,490.616666666667,67.3966101191711,336,2.12748958732582,4.14366089728889,-0.07719776779108098,Visual_Adaptive,120
V09,29,Male,Visual,Fixed,120,525.031261443923,45.7431508050773,500,143.614066163451,450,3.32192809488736,3.844667738158254,-0.07719776779108098,Visual_Fixed,120
V09,29,Male,Visual,Adaptive,140,493.356491493745,59.54059560016,490.035714285714,66.8570341116332,336,2.17512964694272,4.103314141671376,-0.07719776779108098,Visual_Adaptive,140
V09,29,Male,Visual,Fixed,140,510.754620252175,54.1990721205241,500,143.614066163451,450,3.32192809488736,4.010946143730974,-0.07719776779108098,Visual_Fixed,140
V09,29,Male,Visual,Adaptive,160,491.364768295438,55.2783507336702,489.60625,65.3099434308245,336,2.34546008386165,4.030309927155644,-0.07719776779108098,Visual_Adaptive,160
V09,29,Male,Visual,Fixed,160,506.281047946401,56.7524778425528,500,143.614066163451,450,3.32192809488736,4.056166254846002,-0.07719776779108098,Visual_Fixed,160
V09,29,Male,Visual,Adaptive,180,494.012202878726,59.0564573750134,489.077777777778,64.8464387401803,336,2.44162611307381,4.095285076050503,-0.07719776779108098,Visual_Adaptive,180
V09,29,Male,Visual,Fixed,180,500.000000000001,56.4027449963187,500,143.614066163451,450,3.32192809488736,4.050092124417591,-0.07719776779108098,Visual_Fixed,180
V09,29,Male,Visual,Adaptive,200,486.900505139481,59.6059874076377,487.515,65.3495200824,336,2.50779738647494,4.104393690300895,-0.07719776779108098,Visual_Adaptive,200
V09,29,Male,Visual,Fixed,200,492.45323177286,58.9496414119563,500,143.614066163451,450,3.32192809488736,4.093504900003696,-0.07719776779108098,Visual_Fixed,200
V10,27,Male,Visual,Adaptive,40,472.898547471685,43.8474828941545,491.225,75.5021481482481,349,2.78880316276967,3.8032674641685373,-0.33452366042801696,Visual_Adaptive,40
V10,27,Male,Visual,Fixed,40,512.519210922117,47.3187616589509,500,143.614066163451,450,3.32192809488736,3.877819925379096,-0.33452366042801696,Visual_Fixed,40
V10,27,Male,Visual,Adaptive,60,477.671282312384,35.9514593000552,484.483333333333,70.7037225956943,349,2.69442404177359,3.6096051405265306,-0.33452366042801696,Visual_Adaptive,60
V10,27,Male,Visual,Fixed,60,525.907274294768,83.7629331620153,500,143.614066163451,450,3.32192809488736,4.439858338299398,-0.33452366042801696,Visual_Fixed,60
V10,27,Male,Visual,Adaptive,80,485.347947878717,35.5107460867327,483.9375,64.3327956313885,349,2.68692357344051,3.597606630592487,-0.33452366042801696,Visual_Adaptive,80
V10,27,Male,Visual,Fixed,80,519.68912065751,91.1260576588274,500,143.614066163451,450,3.32192809488736,4.523157831136433,-0.33452366042801696,Visual_Fixed,80
V10,27,Male,Visual,Adaptive,100,488.21484107169,36.3619661117428,484.73,59.7865963239253,349,2.62000399175239,3.620653238093249,-0.33452366042801696,Visual_Adaptive,100
V10,27,Male,Visual,Fixed,100,510.429182442163,87.8126456956932,500,143.614066163451,450,3.32192809488736,4.486529046342316,-0.33452366042801696,Visual_Fixed,100
V10,27,Male,Visual,Adaptive,120,478.88818088251,37.3390098803525,484.458333333333,56.8552102322694,349,2.53100196005173,3.6464679125670942,-0.33452366042801696,Visual_Adaptive,120
V10,27,Male,Visual,Fixed,120,500,97.8079000691292,500,143.614066163451,450,3.32192809488736,4.593177561771033,-0.33452366042801696,Visual_Fixed,120
V10,27,Male,Visual,Adaptive,140,480.327557169866,35.899783796747,483.528571428571,55.0360197451429,349,2.45979650353614,3.6082056918625685,-0.33452366042801696,Visual_Adaptive,140
V10,27,Male,Visual,Fixed,140,496.175287505759,100.533343301691,500,143.614066163451,450,3.32192809488736,4.620387249971125,-0.33452366042801696,Visual_Fixed,140
V10,27,Male,Visual,Adaptive,160,482.542298526689,34.3129515157445,484.39375,52.640300255009,349,2.44247987333765,3.5642497951114858,-0.33452366042801696,Visual_Adaptive,160
V10,27,Male,Visual,Fixed,160,493.342738748612,98.141067492643,500,143.614066163451,450,3.32192809488736,4.596543760061622,-0.33452366042801696,Visual_Fixed,160
V10,27,Male,Visual,Adaptive,180,482.749925958881,33.4888062290713,484.755555555556,50.9392472812491,349,2.4204152597607,3.5406348142613435,-0.33452366042801696,Visual_Adaptive,180
