model,pse_true,jnd_true,subject_id,trial_block,stimulus_center,stimulus_spread,bimodality_index,pse_est,jnd_est,asymmetry_index
1model_abs,480,20,1model_abs_G1_S14,40,479.725,83.89040097055205,0.8888888888888888,474.2030998638304,30.39740780298749,-0.25
1model_abs,480,20,1model_abs_G1_S14,60,479.3666666666667,71.00844237757147,0.8461538461538461,481.633528351325,31.5543282250753,-0.3
1model_abs,480,20,1model_abs_G1_S14,80,479.225,63.71988994811589,0.8571428571428571,478.745459650789,30.19140891037399,-0.25
1model_abs,480,20,1model_abs_G1_S14,100,482.73,63.52729413409641,0.8148148148148148,479.5792488609342,30.4674427732628,-0.2121212121212121
1model_abs,480,20,1model_abs_G1_S14,120,484.2083333333333,63.04401846241155,0.7941176470588235,477.2838956324272,30.36952707694848,-0.2033898305084746
1model_abs,480,20,1model_abs_G1_S14,140,481.5214285714285,62.38239997411619,0.8095238095238095,475.3247007566496,30.57621043998197,-0.1884057971014493
1model_abs,480,20,1model_abs_G1_S14,160,481.59375,59.08778393997781,0.8163265306122449,477.447593822838,29.17062769262106,-0.2025316455696203
1model_abs,480,20,1model_abs_G1_S14,180,480.7055555555556,56.7532375211829,0.8545454545454545,477.7349601182696,28.8215284138277,-0.2247191011235955
1model_abs,480,20,1model_abs_G1_S14,200,480.325,54.33101669396589,0.896551724137931,478.3647232170627,27.36787138801218,-0.2727272727272727
1model_abs,480,20,1model_abs_G1_S15,40,481.975,75.15699817714913,1.0,477.7054358135707,17.8740840031642,-0.4871794871794872
1model_abs,480,20,1model_abs_G1_S15,60,483.2166666666666,62.67325098388378,1.0,480.9486613498996,19.57840522246222,-0.4915254237288136
1model_abs,480,20,1model_abs_G1_S15,80,482.0375,55.81653960744968,0.04347826086956522,479.987692792214,16.65171933971871,-0.4683544303797468
1model_abs,480,20,1model_abs_G1_S15,100,483.07,52.29804107230022,0.06451612903225806,478.6409157036612,16.32123319544586,-0.5306122448979592
1model_abs,480,20,1model_abs_G1_S15,120,481.0416666666667,52.95900865029691,0.05555555555555555,478.6512045755915,17.4077824372035,-0.5042735042735043
1model_abs,480,20,1model_abs_G1_S15,140,480.8285714285714,52.41577500512374,0.04444444444444445,477.1901340475709,19.16805767078559,-0.5182481751824818
1model_abs,480,20,1model_abs_G1_S15,160,480.35,49.64564432052423,0.03773584905660377,477.6691808018816,20.24335140634013,-0.5414012738853503
1model_abs,480,20,1model_abs_G1_S15,180,480.7222222222222,52.07932577174465,0.03389830508474576,478.8509278065721,19.87785994317982,-0.5454545454545454
1model_abs,480,20,1model_abs_G1_S15,200,480.685,50.23082494843182,0.02941176470588235,477.6395364860463,20.00985970939518,-0.5612244897959183
1model_abs,480,20,1model_abs_G1_S16,40,490.875,82.40181657584984,0.07142857142857142,481.4377998418221,12.42378394961809,-0.5897435897435898
1model_abs,480,20,1model_abs_G1_S16,60,487.4333333333333,68.9454776536423,0.05263157894736842,481.2407953846212,18.70577801103543,-0.4827586206896552
